tem,lacz
1.014563106796119918e+01,4.790764790764788783e-01
1.524271844660190034e+01,7.489177489177495373e-01
2.536407766990290114e+01,1.020202020202020998e+00
3.016990291262139934e+01,1.000000000000000000e+00
4.029126213592230243e+01,9.956709956709981491e-01
