tem,phir_1,phir_2,phi2_1,phi2_2
16,0.4534249955944721,0.45989866710584554,0.07050659180299941,0.06521768791795622
25,0.4571291521301911,0.4664647625394576,0.05358834676281653,0.05611013245173921
30,0.485203183153042,0.4896678027253336,0.06008236850820067,0.06036475696116246
37,0.5038889535074913,0.5131518022852752,0.06619542794973703,0.06688977560174221
43,0.3826101302115814,0.4438891843089032,0.15638104948733894,0.1356106273737977
