gr,phi2,phi3,phi1,phir,tem
0.04072694563653228,0.024492915858568574,0.008808513251427647,0.35926062621214716,0.18743794467785663,10.0
0.0426957562033595,0.024438231286955422,0.008790777714688246,0.359342653069567,0.18742833792878952,10.404040404040405
0.04475261042266055,0.024389681478863088,0.008775031830982624,0.3594154777817054,0.1874198089084489,10.808080808080808
0.04690117385364305,0.024346919515337354,0.00876116308605536,0.359479620726994,0.18741229667161335,11.212121212121213
0.04914524795052962,0.024309641905247877,0.008749073050350662,0.3595355371421282,0.18740574790227327,11.616161616161616
0.05148877436248785,0.02427758498525151,0.008738676211432922,0.3595836225221228,0.18740011628119285,12.02020202020202
0.05393583928882628,0.024250521811973496,0.008729898966045459,0.35962421728203975,0.18739536193994127,12.424242424242424
0.056490677881582164,0.024228259495468217,0.00872267875528699,0.35965761075679764,0.1873914509924471,12.828282828282829
0.05915767868595021,0.024210636930478844,0.00871696332880395,0.35968404460428177,0.18738835513643548,13.232323232323232
0.06194138810707911,0.02419752288858842,0.008712710126028677,0.3597037156671175,0.18738605131826558,13.636363636363637
0.06484651488956149,0.02418881444015935,0.008709885764376006,0.3597167783397609,0.18738452145570364,14.040404040404042
0.06787793459342796,0.024184435680153275,0.008708465625995657,0.35972334647977006,0.187383752214081,14.444444444444445
0.07104069404757113,0.024184336736552278,0.008708433536179118,0.3597234948951717,0.18738373483209708,14.848484848484848
