gr,phi2
0.0,0.03276466432585986
0.025315485093401938,0.03317739157926845
0.05053969315751104,0.03358394423974831
0.07567474375197092,0.03398456194981813
0.10072264869137329,0.034379469329151015
0.12568532029950125,0.0347688772594532
0.15056457883582192,0.03515298403146394
0.17536215919549805,0.035531976371737085
0.20007971696969604,0.035906030364252293
0.22471883394083536,0.03627531227972759
0.24928102307721983,0.03663997932368353
0.2737677330828788,0.03700018031277947
0.29818035255114334,0.03735605628765108
0.3225202137642682,0.037707741069385944
0.3467885961761039,0.03805536176584444
0.37098672961027945,0.03839903923324182
0.39511579720244633,0.038738888497729086
0.419176938111762,0.03907501914112886
0.4431712500238758,0.039407535654481345
0.4670997914651539,0.03973653776262345
0.49096358394567324,0.04006212072264922
0.5147636139465998,0.04038437559877476
0.5385008347658822,0.04070338951584786
0.5621761682347257,0.04101924589349518
0.5857905063160112,0.041332024662684166
0.6093447125946891,0.04164180246628683
0.6328396236691655,0.04194865284506629
0.6562760504518179,0.042252646410360244
0.6796547793859735,0.042553851004605556
0.7029765735859965,0.042852331850734414
0.7262421739064939,0.04314815169137001
0.7494522999461,0.043441370918660224
0.7726076509908005,0.043732047695507544
0.7957089069013085,0.0440202380688814
0.8187567289486081,0.04430599607583602
0.8417517606014204,0.04458937384279937
0.8646946282690298,0.04487042167864777
0.8875859420026061,0.04514918816203486
0.9104262961579075,0.04542572022340258
0.9332162700220037,0.045700063222064304
0.9559564284064506,0.045972261018717535
0.9786473222091443,0.04624235604371254
1.0012894889469173,0.04651038936137681
1.0238834532607675,0.04677640073067021
1.0464297273954746,0.047040428662423264
1.0689288116552145,0.04730251047339086
1.0913811948366767,0.04756268233733528
1.1137873546410584,0.04782097933333562
1.1361477580662256,0.04807743549150522
1.1584628617802317,0.0483320838362854
1.1807331124772924,0.048584956427470155
1.2029589472172526,0.04883608439910596
1.2251407937494936,0.049085497996399136
1.2472790708221753,0.04933322661075448
1.2693741884776402,0.04957929881305914
1.2914265483347511,0.04982374238531817
1.3134365438588882,0.0500665843507402
1.3354045606202745,0.05030785100236518
1.3573309765412622,0.05054756793031944
1.379216162133173,0.05078576004777778
1.401060480723238,0.05102245161570655
1.4228642886721576,0.051257666266457176
1.4446279355827656,0.051491427026274426
1.466351764500256,0.051723756336780086
1.4880361121043915,0.051954676075488204
1.5096813088941057,0.05218420757540485
1.5312876793648662,0.05241237164376176
1.5528555421791599,0.052639188579930205
1.574385210330434,0.05286467819255841
1.5958769913008024,0.05308885981597333
1.6173311872128233,0.05331175232588499
1.6387480949756184,0.05353337415442914
1.6601280064256034,0.05375374330458225
1.6814712084620789,0.05397287736398021
1.7027779831779093,0.05419079351817088
1.7240486079855286,0.05440750856332839
1.7452833557384655,0.05462303891845569
1.7664824948485975,0.05483740063710044
1.7876462893993228,0.05505060941860742
1.8087749992548172,0.055262680618930055
1.8298688801655667,0.055473629261021666
1.8509281838703127,0.0556834700448264
1.8719531581945756,0.055892217356888395
1.892944047145903,0.05609988527959711
1.9139010910059648,0.05630648760008504
1.9348245264196466,0.056512037818794145
1.955714586481246,0.05671654915772568
1.9765715008179028,0.05692003456838759
1.9973954956703666,0.057122506739453016
2.0181867939712093,0.05732397810414255
2.0389456154205967,0.05752446084734231
2.0596721765596913,0.057723966912469456
2.0803666908418035,0.05792250800809574
2.101029368701357,0.05812009561433964
2.1216604176207783,0.058316740989036754
2.142260042195356,0.058512455173697894
2.162828444196175,0.058707248999263606
2.18336582263119,0.058901133091663616
2.203872373804499,0.05909411787718931
2.2243482913738872,0.05928621358768661
