tem,grt
8,0.0166355323334387
10,0.0346573590279973
12,0.0717048807475806
14,0.103972077083992
16,0.118825230953133
18,0.15995704166768
20,0.244640181374098
22,0.433216987849966
24,0.478032538317204
26,0.742657693457083
28,0.90410501812167
30,1.26026760101808
32,1.38629436111989
34,1.48531538691417
36,1.98042051588556
38,1.89040140152713
40,1.98042051588556
42,1.98042051588556
44,1.89040140152713
46,1.2996509635499
48,0
