gr,phi2,phi3,phi1,phir,tem
0.12433897743898438,0.026355824221979175,0.009412699747668922,0.10968192728216344,0.43454954874818846,10.0
0.13037217902869364,0.02626064163480557,0.009381829719396401,0.1097258577070128,0.4346316709387852,10.404040404040405
0.1366736993470273,0.02617612323544233,0.009354418346629945,0.10976486619902659,0.4347045922189011,10.808080808080808
0.14325465046108704,0.026101669890761535,0.00933027131592266,0.10979922928118702,0.4347688295121289,11.212121212121213
0.1501265429288232,0.026036757188271885,0.00930921854754764,0.10982918899002836,0.43482483527415217,11.616161616161616
0.15730129717973307,0.02598092931273885,0.009291112209536925,0.10985495570181282,0.4348730027759114,12.02020202020202
0.16479125482668805,0.02593379375259185,0.0092758250008406,0.10987671057572689,0.43491367067084086,12.424242424242424
0.17260918985643114,0.0258950167520415,0.009263248676337784,0.10989460765290392,0.4349471269187168,12.828282828282829
0.18076831963724133,0.025864319436889736,0.009253292790342618,0.10990877564451244,0.43497361212825525,13.232323232323232
0.1892823156719148,0.025841474552705582,0.009245883638715325,0.10991931943721281,0.4349933223713663,13.636363636363637
0.19816531401241622,0.025826303763523364,0.009240963382764335,0.10992632133991231,0.43500641151380004,14.040404040404042
0.2074319252390616,0.02581867546774736,0.009238489340891037,0.10992984209180894,0.4350129930995529,14.444444444444445
0.21709724389169954,0.02581850309556911,0.009238433436400793,0.10992992164819887,0.43501314181983125,14.848484848484848
0.2271768572226454,0.025825743859200414,0.009240781792173108,0.1099265797572921,0.43500689459133435,15.252525252525253
0.23768685312095447,0.02584039793356835,0.009245534464941087,0.10991981633835307,0.43499425126313757,15.656565656565657
0.2486438270344069,0.025862508051034568,0.00925270531384905,0.10990961166875327,0.43497517496636307,16.060606060606062
0.2600648876890508,0.025892159499235137,0.009262321999751936,0.10989592638496835,0.43494959211604445,16.464646464646464
0.27196766137559947,0.025929480516406877,0.009274426113429258,0.10987870130011992,0.43491739207004404,16.86868686868687
0.28437029453703394,0.025974643083622295,0.00928907343252615,0.10985785703832819,0.43487842644552344,17.272727272727273
0.29729145435159676,0.026027864118306602,0.00930633430863998,0.1098332934838585,0.4348325080891949,17.676767676767675
0.31075032695912824,0.026089407078343126,0.009326294187570744,0.1098048890407647,0.4347794096933214,18.080808080808083
0.3247666129257527,0.02615958399100292,0.009349054267352299,0.1097724996964602,0.4347188620451847,18.484848484848484
0.33936051948089935,0.026238757925981113,0.0093747323003182,0.10973595788031638,0.4346505518933842,18.88888888888889
