tag,phi2,phic,gr
A2,0.039561414052999996,0.01635206794,0.98
H1,0.040114936179,0.016919167094,0.98
H5,0.040366937945,0.017134400545,0.97
E1,0.040556117456000004,0.020082707058,0.79
E2,0.043255569529999996,0.023929558539999996,0.61
E3,0.04394422477,0.02673325035,0.49
E4,0.04306382169999999,0.028960640569999998,0.36
