temp,phi3
16,0.012244172987437798
16,0.01130460660015707
25,0.009627252908342121
25,0.00897647803734726
30,0.01104565799213548
30,0.011138464345652672
37,0.012301775458975364
37,0.013521524515497926
43,0.011994823971681199
43,0.014206114591203578
