tem,phirt
1.000000000000000000e+01,2.309696282030990200e-01
1.040404040404041552e+01,2.434930163028222183e-01
1.080808080808083105e+01,2.573532493203549154e-01
1.121212121212118973e+01,2.723419160871383693e-01
1.161616161616160525e+01,2.881710853177050224e-01
1.202020202020202078e+01,3.044951209876663456e-01
1.242424242424243630e+01,3.209414743997653363e-01
1.282828282828285182e+01,3.371447533668064378e-01
1.323232323232321050e+01,3.527776730269379102e-01
1.363636363636362603e+01,3.675737667008444620e-01
1.404040404040404155e+01,3.813393204901827649e-01
1.444444444444445708e+01,3.939547841317526111e-01
1.484848484848487260e+01,4.053679568825792612e-01
1.525252525252523128e+01,4.155821443935267534e-01
1.565656565656564680e+01,4.246423583955270531e-01
1.606060606060606233e+01,4.326218976634682023e-01
1.646464646464647785e+01,4.396107337344867250e-01
1.686868686868689338e+01,4.457063185428467578e-01
1.727272727272725206e+01,4.510068598421756447e-01
1.767676767676766758e+01,4.556067810130833284e-01
1.808080808080808310e+01,4.595939421604156583e-01
1.848484848484849863e+01,4.630481825816600838e-01
1.888888888888891415e+01,4.660407936311657395e-01
1.929292929292927283e+01,4.686346059049736890e-01
1.969696969696968836e+01,4.708844519355457892e-01
2.010101010101010388e+01,4.728378335707243418e-01
2.050505050505051940e+01,4.745356777975518470e-01
2.090909090909087809e+01,4.760131059381627616e-01
2.131313131313129361e+01,4.773001707281311901e-01
2.171717171717170913e+01,4.784225361834127388e-01
2.212121212121212466e+01,4.794020886727819453e-01
2.252525252525254018e+01,4.802574761785046165e-01
2.292929292929295571e+01,4.810045778659174931e-01
2.333333333333331439e+01,4.816569089182596852e-01
2.373737373737372991e+01,4.822259669336367849e-01
2.414141414141414543e+01,4.827215265854661319e-01
2.454545454545456096e+01,4.831518890947522071e-01
2.494949494949491964e+01,4.835240926014257590e-01
2.535353535353533516e+01,4.838440889115955268e-01
2.575757575757575069e+01,4.841168914371241638e-01
2.616161616161616621e+01,4.843466984909109985e-01
2.656565656565658173e+01,4.845369954877904450e-01
2.696969696969699726e+01,4.846906390418049271e-01
2.737373737373735594e+01,4.848099254507128308e-01
2.777777777777777146e+01,4.848966456164787719e-01
2.818181818181818699e+01,4.849521280613645069e-01
2.858585858585860251e+01,4.849772713569097671e-01
2.898989898989896119e+01,4.849725669800569183e-01
2.939393939393937671e+01,4.849381133402783095e-01
2.979797979797979224e+01,4.848736214763514352e-01
3.020202020202020776e+01,4.847784126954297057e-01
3.060606060606062329e+01,4.846514082140079283e-01
3.101010101010103881e+01,4.844911106549281699e-01
3.141414141414139749e+01,4.842955770519259961e-01
3.181818181818181301e+01,4.840623828089491432e-01
3.222222222222222854e+01,4.837885758523806090e-01
3.262626262626264406e+01,4.834706199974660445e-01
3.303030303030300274e+01,4.831043263248981368e-01
3.343434343434341827e+01,4.826847711298745680e-01
3.383838383838383379e+01,4.822061987681148243e-01
3.424242424242424931e+01,4.816619074880432172e-01
3.464646464646466484e+01,4.810441161197928639e-01
3.505050505050508036e+01,4.803438093106938145e-01
3.545454545454543904e+01,4.795505588874531822e-01
3.585858585858585457e+01,4.786523189373202425e-01
3.626262626262627009e+01,4.776351924058406806e-01
3.666666666666668561e+01,4.764831675121634080e-01
3.707070707070704429e+01,4.751778232260732149e-01
3.747474747474745982e+01,4.736980046319378412e-01
3.787878787878787534e+01,4.720194714832045002e-01
3.828282828282829087e+01,4.701145269652748371e-01
3.868686868686870639e+01,4.679516390566261230e-01
3.909090909090912191e+01,4.654950744072978153e-01
3.949494949494948060e+01,4.627045748906578049e-01
3.989898989898989612e+01,4.595351204574221193e-01
4.030303030303031164e+01,4.559368389904391861e-01
4.070707070707072717e+01,4.518551444798872274e-01
4.111111111111108585e+01,4.472312081548985296e-01
4.151515151515150137e+01,4.420028910019768165e-01
4.191919191919191690e+01,4.361062860639818850e-01
4.232323232323233242e+01,4.294780278798139839e-01
4.272727272727274794e+01,4.220585138332477171e-01
4.313131313131310662e+01,4.137961343157874894e-01
4.353535353535352215e+01,4.046525104195947686e-01
4.393939393939393767e+01,3.946085773483834491e-01
4.434343434343435320e+01,3.836711273761304608e-01
4.474747474747476872e+01,3.718791569577573619e-01
4.515151515151512740e+01,3.593090971416728618e-01
4.555555555555554292e+01,3.460778253205376576e-01
4.595959595959595845e+01,3.323423595227338323e-01
4.636363636363637397e+01,3.182954108345559807e-01
4.676767676767678950e+01,3.041565419891282263e-01
4.717171717171714818e+01,2.901594752725354387e-01
4.757575757575756370e+01,2.765369251498074887e-01
4.797979797979797922e+01,2.635049523739367294e-01
4.838383838383839475e+01,2.512490310777728553e-01
4.878787878787881027e+01,2.399137034278348568e-01
4.919191919191916895e+01,2.295969591094673690e-01
4.959595959595958448e+01,2.203495495585076625e-01
5.000000000000000000e+01,2.121785989532398164e-01
