tem,phir_1,phir_2,phi2_1,phi2_2
25,0.23809372191230968,0.2608781155106604,0.05862052999279191,0.05868948615527151
30,0.27744273984755663,0.29037976228394985,0.05224216297715622,0.052313003903868026
37,0.26011195071366766,0.26852974035571225,0.060475561613039776,0.05974830009128329
