logR,revK
0.0,0.003224246332419797
-0.9745596399981309,0.0033540164346805303
0.0,0.003224246332419797
-0.9808292530117262,0.0033540164346805303
0.0,0.003224246332419797
-1.0271533246859648,0.0033540164346805303
0.0,0.003224246332419797
-1.0224509277025458,0.0033540164346805303
0.0,0.003224246332419797
-1.1749852674526837,0.0033540164346805303
0.0,0.003224246332419797
-1.0655514264072217,0.0033540164346805303
