gr,phi2,phi3
0.04597045319902157,0.030316862904973714,0.010697360942153638
0.24456039201776036,0.04118285353788786,0.014221466012287956
0.4064438059147651,0.04672978864917941,0.01602047199432846
0.5424153066419198,0.05056841317598644,0.017265431300319926
0.6586727855279452,0.05348147049653782,0.018210206647525783
0.759403915662067,0.05580310279298125,0.018963168473399326
0.8476214142853145,0.05771257044834451,0.01958245528054417
0.9255753737984964,0.05931866037845059,0.020103349311929922
0.9949913852502409,0.0606927689756953,0.020549006154279563
1.0572201556877459,0.06188438200087216,0.020935475243526108
1.1133367204452393,0.06292921514065394,0.0212743400456175
1.164208804305232,0.06385386697639706,0.021574227127480125
1.2105453277953728,0.06467865043816136,0.021841724466430713
1.252931646807909,0.06541940216727579,0.022081968270467822
1.2918556617443935,0.06608868508326594,0.022299032999978145
1.3277274889963644,0.06669661391100967,0.022496199106273408
1.3608944999943695,0.06725143744668813,0.022676141874601555
1.3916529678835583,0.0677599588323911,0.02284106772942414
1.4202571915116715,0.06822784500883887,0.022992814597461254
1.4469267177433864,0.0686598585649151,0.02313292710213463
1.4718521126330886,0.06906003412814232,0.023262713771289405
1.4951996129583598,0.06943181440374535,0.02338329115797147
1.517114905155982,0.06977815638229848,0.023495618286150856
1.537726217897177,0.0701016151758887,0.023600523840828766
1.5571468701875222,0.07040441085970875,0.023698727846392032
1.575477384139679,0.0706884822519882,0.02379085910875293
1.5928072471373134,0.07095553054755521,0.023877469366774665
1.6092163896942961,0.07120705499241632,0.023959044862405295
1.6247764313034752,0.07144438225893779,0.02403601586776361
1.6395517358180518,0.0716686907937072,0.02410876458174288
1.653600309591253,0.07188103112237795,0.024177631715365827
1.6669745691168354,0.07208234287981276,0.02424292201507441
1.6797219998236774,0.0722734691701434,0.024304908920046515
1.691885723655974,0.07245516873615979,0.024363838509024793
1.7035049898723609,0.07262812632086318,0.02441993286082049
1.7146156009389935,0.07279296152893172,0.024473392928302185
1.7252502833335508,0.07295023643702958,0.02452440100660419
1.7354390114127514,0.07310046215550031,0.024573122861243347
1.745209291143146,0.07324410450715335,0.02461970956988757
1.7545864093899435,0.07338158895942593,0.024664299121975982
1.7635936535520726,0.07351330492256039,0.024707017812722293
1.7722525055845586,0.07363960950733038,0.02474798146183688
1.7805828138309903,0.073760830820332,0.024787296482269836
1.788602945575213,0.07387727086218818,0.024825060820169137
1.7963299227929241,0.07398920808362462,0.024861364783878258
1.8037795432252133,0.07409689964581584,0.02489629177702135
1.8109664885948575,0.07420058342431685,0.024929918948427086
1.8179044215322004,0.07430047979001198,0.02496231776973361
1.824606072562788,0.07439679319560319,0.024993554549925356
1.8310833183267181,0.07448971359205156,0.025023690894719425
1.8373472520447593,0.07457941769593257,0.025052784117599758
1.8434082471140314,0.0746660701257547,0.025080887608352878
1.8492760146029084,0.07474982442282795,0.025108051164160417
1.854959655317721,0.07483082397017923,0.0251343212876257
1.8604677070303783,0.07490920282123306,0.025159741455535047
1.8658081873839623,0.07498508644845644,0.025184352361661548
1.8709886329311525,0.07505859242086753,0.02520819213649758
1.8760161347063833,0.07512983101819107,0.02523129654644035
1.8808973706857997,0.0751989057884831,0.025253699174643162
1.8856386354483157,0.07526591405521826,0.025275431585476196
1.8902458673155096,0.07533094737911628,0.025296523474307987
1.8947246732170333,0.07539409197936195,0.02531700280411739
1.8990803515009753,0.07545542911833308,0.025336895930270192
1.9033179128847424,0.0755150354534802,0.025356227714642226
1.907442099721037,0.07557298335959013,0.025375021630137343
1.911457403734999,0.075629341224308,0.02539329985653233
1.9153680823722778,0.07568417371947547,0.025411083368478537
1.9191781738833718,0.07573754205056753,0.02542839201640028
1.9228915112568077,0.07578950418626676,0.025445244600951385
1.9265117351024228,0.07584011506999942,0.02546165894162144
1.9300423055759186,0.07588942681506797,0.025477651940022047
1.9334865134269665,0.07593748888484805,0.025493239638329106
1.936847490245113,0.07598434825936878,0.025508437273308794
1.9401282179706838,0.07603004958946355,0.0255232593263125
1.9433315377314688,0.07607463533956209,0.025537719569587704
1.9464601580603407,0.07611814592008975,0.025551831109218298
1.9495166625438247,0.0761606198103469,0.025565606424977374
1.9525035169470975,0.07620209367265929,0.02557905740734896
1.955423075856755,0.07624260245851469,0.02559219539195071
1.9582775888790354,0.07628217950733607,0.025605031191568456
1.9610692064278092,0.07632085663848075,0.025617575125993757
1.963799985133704,0.07635866423700255,0.025629837049838664
1.9664718929029703,0.07639563133366505,0.02564182637848596
1.9690868136522932,0.07643178567965121,0.025653552112319313
1.971646551743504,0.07646715381637566,0.02566502285936508
1.9741528361401657,0.0765017611407702,0.025676246856466012
1.976607324306172,0.07653563196638219,0.025687231989096927
1.9790116058648675,0.07656878958059576,0.02569798580992295
1.9813672060356584,0.0766012562982604,0.025708515556192562
1.9836755888637707,0.07663305351198747,0.02571882816604999
1.9859381602575286,0.07666420173935432,0.025728930293844644
1.9881562708463993,0.07669472066723518,0.025738828324508706
1.9903312186720488,0.07672462919346167,0.025748528387068648
1.992464251723664,0.07675394546599852,0.025758036367350873
1.9945565703279673,0.07678268691980598,0.02576735791993708
1.996609329403551,0.07681087031154685,0.025776498479420602
1.998623640588425,0.07683851175228393,0.025785463271011007
2.000600574249041,0.07686562673830241,0.02579425732053051
2.002541161378407,0.07689223018018163,0.025802885463842695
2.00444639539038,0.07691833643023119,0.02581135235575066
