tem,gr
1.000000000000000000e+01,7.136957203223206689e-03
1.040404040404041552e+01,1.076318430018280599e-02
1.080808080808083105e+01,1.578059592727438024e-02
1.121212121212118973e+01,2.247725112246618320e-02
1.161616161616160525e+01,3.109451545350324156e-02
1.202020202020202078e+01,4.178825436239360508e-02
1.242424242424243630e+01,5.460003893221693910e-02
1.282828282828285182e+01,6.944657871492390666e-02
1.323232323232321050e+01,8.613038550966260753e-02
1.363636363636362603e+01,1.043683366796445133e-01
1.404040404040404155e+01,1.238301669653891213e-01
1.444444444444445708e+01,1.441776377958793598e-01
1.484848484848487260e+01,1.650969995150666503e-01
1.525252525252523128e+01,1.863208556223624190e-01
1.565656565656564680e+01,2.076389704379447976e-01
1.606060606060606233e+01,2.288998910127477693e-01
1.646464646464647785e+01,2.500062511996528625e-01
1.686868686868689338e+01,2.709065950962626923e-01
1.727272727272725206e+01,2.915859701089836831e-01
1.767676767676766758e+01,3.120567931074310075e-01
1.808080808080808310e+01,3.323508241094571547e-01
1.848484848484849863e+01,3.525125863778071356e-01
1.888888888888891415e+01,3.725942558286166051e-01
1.929292929292927283e+01,3.926518711927900473e-01
1.969696969696968836e+01,4.127426445988073289e-01
2.010101010101010388e+01,4.329231409279021836e-01
2.050505050505051940e+01,4.532481147291555490e-01
2.090909090909087809e+01,4.737698271065900468e-01
2.131313131313129361e+01,4.945377010594768641e-01
2.171717171717170913e+01,5.155982068191770074e-01
2.212121212121212466e+01,5.369948965696730303e-01
2.252525252525254018e+01,5.587685301503906299e-01
2.292929292929295571e+01,5.809572503904389951e-01
2.333333333333331439e+01,6.035967794235482797e-01
2.373737373737372991e+01,6.267206165573758758e-01
2.414141414141414543e+01,6.503602248097150040e-01
2.454545454545456096e+01,6.745451977414329559e-01
2.494949494949491964e+01,6.993034012386918352e-01
2.535353535353533516e+01,7.246610868259307781e-01
2.575757575757575069e+01,7.506429742284809192e-01
2.616161616161616621e+01,7.772723014647233697e-01
2.656565656565658173e+01,8.045708408875645867e-01
2.696969696969699726e+01,8.325588794183103047e-01
2.737373737373735594e+01,8.612551607922849239e-01
2.777777777777777146e+01,8.906767870059928427e-01
2.818181818181818699e+01,9.208390753404147588e-01
2.858585858585860251e+01,9.517553663406000952e-01
2.898989898989896119e+01,9.834367769472264209e-01
2.939393939393937671e+01,1.015891891586458540e+00
2.979797979797979224e+01,1.049126382399051316e+00
3.020202020202020776e+01,1.083142547897032015e+00
3.060606060606062329e+01,1.117938757132973304e+00
3.101010101010103881e+01,1.153508783907120083e+00
3.141414141414139749e+01,1.189841012572456780e+00
3.181818181818181301e+01,1.226917493576179963e+00
3.222222222222222854e+01,1.264712822955108118e+00
3.262626262626264406e+01,1.303192815547827621e+00
3.303030303030300274e+01,1.342312936692559244e+00
3.343434343434341827e+01,1.382016451678838243e+00
3.383838383838383379e+01,1.422232246322383764e+00
3.424242424242424931e+01,1.462872265943830463e+00
3.464646464646466484e+01,1.503828514140106876e+00
3.505050505050508036e+01,1.544969547660831610e+00
3.545454545454543904e+01,1.586136400428345361e+00
3.585858585858585457e+01,1.627137869762640188e+00
3.626262626262627009e+01,1.667745103383337479e+00
3.666666666666668561e+01,1.707685439948971595e+00
3.707070707070704429e+01,1.746635483195951855e+00
3.747474747474745982e+01,1.784213436289429744e+00
3.787878787878787534e+01,1.819970796918906952e+00
3.828282828282829087e+01,1.853383625425497172e+00
3.868686868686870639e+01,1.883843760645225629e+00
3.909090909090912191e+01,1.910650585798792100e+00
3.949494949494948060e+01,1.933004254462272975e+00
3.989898989898989612e+01,1.950001685971237242e+00
4.030303030303031164e+01,1.960637132434797092e+00
4.070707070707072717e+01,1.963809687803353965e+00
4.111111111111108585e+01,1.958340699379908623e+00
4.151515151515150137e+01,1.943004543905048731e+00
4.191919191919191690e+01,1.916576454834571619e+00
4.232323232323233242e+01,1.877900749271819381e+00
4.272727272727274794e+01,1.825981524945582857e+00
4.313131313131310662e+01,1.760095262638381008e+00
4.353535353535352215e+01,1.679920451846465879e+00
4.393939393939393767e+01,1.585673355469412238e+00
4.434343434343435320e+01,1.478231979779295324e+00
4.474747474747476872e+01,1.359223786589730310e+00
4.515151515151512740e+01,1.231049226700843269e+00
4.555555555555554292e+01,1.096815845898451380e+00
4.595959595959595845e+01,9.601688950522909716e-01
4.636363636363637397e+01,8.250240686481579155e-01
4.676767676767678950e+01,6.952324406890724173e-01
4.717171717171714818e+01,5.742294481563287034e-01
4.757575757575756370e+01,4.647302279919891532e-01
4.797979797979797922e+01,3.685269379555532465e-01
4.838383838383839475e+01,2.864205238186279812e-01
4.878787878787881027e+01,2.182873483200951925e-01
4.919191919191916895e+01,1.632514019996808563e-01
4.959595959595958448e+01,1.199149572893155324e-01
5.000000000000000000e+01,8.659817616161898102e-02
