tem,phir_1,phir_2,phi2_1,phi2_2
25,0.2420983847302075,0.24134994836105508,0.060980565259041906,0.061493924964321975
30,0.22961580387321437,0.21937630208320325,0.057637590618160366,0.05937426832900168
37,0.20247231226565185,0.21356878295375276,0.054080113797977336,0.05261115489699918
